artist_name,album_name,song_name,song_popularity,song_duration_ms,song_danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,song_genre
Ingrid Michaelson;AJR,The Lotto,The Lotto,59,193695,0.687,0.748,3,-4.54,1,0.0785,0.24,0,0.373,0.872,88.944,4,acoustic
Rodrigo y Gabriela,Rodrigo Y Gabriela,Tamacun,50,205800,0.588,0.914,7,-7.442,1,0.0341,0.832,0.856,0.103,0.971,128.553,4,acoustic
Andrew Belle,The Ladder,Make It Without You,49,272612,0.456,0.205,1,-8.437,1,0.0313,0.92,0.00011,0.149,0.161,117.663,4,acoustic
Priscilla Ahn,A Good Day,Dream,54,211240,0.512,0.248,2,-10.359,1,0.0275,0.75,2.96E-05,0.114,0.158,109.692,3,acoustic
JJ Heller,"Big Love, Small Moments","Big Love, Small Moments",52,204293,0.582,0.282,0,-9.229,1,0.0316,0.793,2.01E-06,0.0744,0.278,118.019,4,acoustic
Priscilla Ahn,When Marnie Was There Song Album - Just Know That I Love You.,I Am Not Alone,46,252386,0.568,0.18,7,-11.707,1,0.0284,0.758,6.17E-05,0.111,0.228,112.033,4,acoustic
Joshua Hyslop,Echos,Stand Your Ground,62,203253,0.71,0.271,7,-9.541,1,0.0283,0.658,4.59E-06,0.115,0.686,131.88,4,acoustic
Front Porch Step,I Never Loved Before I Found You,Perfect Man,32,291332,0.574,0.704,0,-4.65,1,0.0318,0.0931,0.000281,0.136,0.338,117.086,4,acoustic
Eric Hutchinson,Pure Fiction,Tell The World,58,161328,0.669,0.854,4,-5.899,1,0.0431,0.0653,0,0.288,0.706,120.035,4,acoustic
Brett Dennen,So Much More (Special Edition),Ain't No Reason,57,220306,0.615,0.358,5,-9.694,1,0.0552,0.705,0,0.113,0.432,146.06,4,acoustic
Rail Yard Ghosts,Songs from the Lowdown,A Month from Now,34,192392,0.415,0.619,2,-7.624,0,0.123,0.946,2.75E-05,0.799,0.739,77.009,4,acoustic
Five For Fighting,Bookmarks,What If,55,207228,0.565,0.895,0,-5.354,1,0.04,0.194,0,0.101,0.592,149.919,4,acoustic
The Bridge City Sinners,Bridge City Sinners,Pussy Cat,33,122874,0.586,0.702,0,-4.418,1,0.132,0.59,0,0.146,0.644,177.598,4,acoustic
Frank Turner,Tape Deck Heart (Deluxe Edition),Polaroid Picture,33,223015,0.564,0.604,7,-5.055,1,0.0549,0.0287,4.74E-06,0.108,0.341,113.091,4,acoustic
Matt Costa,sadsadchristmas,I Bet On Flying High,0,155000,0.543,0.359,8,-6.571,1,0.0302,0.651,0,0.0981,0.346,109.735,4,acoustic
Matt Costa,Christmas Vibes But Not Christmas Songs,I Bet On Flying High,0,155000,0.543,0.359,8,-6.571,1,0.0302,0.651,0,0.0981,0.346,109.735,4,acoustic
Matt Costa,Acoustic Christmas Campfire,I Bet On Flying High,0,155000,0.543,0.359,8,-6.571,1,0.0302,0.651,0,0.0981,0.346,109.735,4,acoustic
Jonah Baker,Mirrors (Acoustic),Mirrors - Acoustic,52,224170,0.638,0.287,8,-11.174,0,0.0412,0.81,0,0.0804,0.445,128.025,4,acoustic
Aqualung;Kina Grannis,10 Futures,To the Wonder (feat. Kina Grannis),21,239004,0.515,0.46,9,-11.261,0,0.0436,0.891,0.14,0.0874,0.259,140.067,4,acoustic
Jonah Baker,Stay - Acoustic,Stay - Acoustic,50,181311,0.622,0.221,9,-14.335,1,0.0583,0.901,0,0.107,0.297,131.827,4,acoustic
Ichiko Aoba,マホロボシヤ,太陽さん,55,144653,0.44,0.0353,6,-20.858,1,0.0522,0.99,0.00312,0.108,0.362,181.988,4,acoustic
Kina Grannis,Oh What A Love,Oh What A Love,46,235135,0.457,0.064,6,-19.928,1,0.0339,0.941,0.108,0.107,0.0647,147.824,3,acoustic
Meiko,The Bright Side,Leave The Lights On,56,248360,0.649,0.821,1,-6.483,0,0.0313,0.0302,0.000141,0.0843,0.661,121.938,4,acoustic
Erin McCarley,I Won't Let You Down,I Won't Let You Down,40,198344,0.495,0.329,7,-11.661,1,0.0386,0.652,7.61E-05,0.0606,0.0919,72.992,4,acoustic
Jason Mraz,Look For The Good,Look For The Good (Single Version),21,239697,0.71,0.615,0,-8.23,1,0.133,0.0384,0,0.283,0.746,90.263,4,acoustic
Isabella Celander,Stargazing,Stargazing,55,186334,0.69,0.204,7,-12.427,1,0.0301,0.932,1.73E-06,0.119,0.525,139.587,4,acoustic
Roses & Frey,Bad Liar,Bad Liar,50,226877,0.596,0.195,7,-11.02,1,0.0264,0.926,0,0.139,0.176,82.114,4,acoustic
Rachael Yamagata,"One Spring Night (Original Television Soundtrack), Pt. 3",Is It You,41,273260,0.66,0.743,9,-8.302,1,0.0506,0.0329,0.00136,0.098,0.445,130.025,4,acoustic
Us The Duo,Slow Down Time,Slow Down Time,44,196920,0.733,0.657,2,-6.843,1,0.0272,0.013,6.73E-05,0.317,0.433,109.954,4,acoustic
Amber Leigh Irish,Simply Acoustic,2002 - Acoustic,57,145056,0.589,0.296,0,-9.335,1,0.083,0.842,0,0.0736,0.611,165.799,3,acoustic
Jess Penner,"Love, Love, Love",Sweeter,33,196026,0.686,0.377,9,-9.59,1,0.0589,0.638,0,0.128,0.551,92.042,4,acoustic
Daniel Robinson,Heat Waves (Acoustic),Heat Waves - Acoustic,56,193027,0.659,0.338,6,-10.367,0,0.0376,0.842,0,0.277,0.495,145.877,4,acoustic
Jonah Baker;Celine,If the World Was Ending (Acoustic),If the World Was Ending - Acoustic,35,213091,0.522,0.202,9,-13.38,1,0.0861,0.918,0,0.185,0.457,147.992,4,acoustic
Greg Laswell,Three Flights From Alto Nido,Comes And Goes (In Waves),55,253546,0.565,0.698,0,-8.596,1,0.0295,0.54,0.0183,0.124,0.155,120.013,4,acoustic
Blame Jones,Acoustic Versions,Dusk Till Dawn - Acoustic,46,167616,0.543,0.244,0,-8.062,1,0.0511,0.864,0,0.112,0.29,126.341,3,acoustic
Ben Woodward,Don't Wanna Leave You,Don't Wanna Leave You,38,211672,0.672,0.644,11,-9.063,1,0.236,0.795,0,0.146,0.549,148.135,4,acoustic
Stephen Speaks,Passenger Seat,Passenger Seat,65,274245,0.515,0.769,7,-5.696,1,0.031,0.0456,0.00436,0.0961,0.644,153.046,4,acoustic
Matt White,Best Days,Love,60,170040,0.759,0.684,0,-5.751,1,0.0315,0.269,0,0.13,0.759,107.948,4,acoustic
Boyce Avenue,"Cover Sessions, Vol. 6",Hallelujah,54,267765,0.62,0.21,11,-9.633,0,0.0274,0.911,2.22E-06,0.108,0.163,98.558,3,acoustic
Madi Diaz,Phantom,Ashes,37,250146,0.497,0.254,8,-11.716,0,0.0341,0.891,0.0441,0.122,0.0676,110.864,3,acoustic
Masaharu Fukuyama,残響,明日の☆SHOW,34,290480,0.644,0.603,10,-5.83,1,0.0263,0.306,0,0.262,0.516,113.413,4,acoustic
Boyce Avenue,"Cover Sessions, Vol. 4",Love Me Like You Do,55,198218,0.45,0.254,4,-9.873,1,0.0414,0.827,0,0.204,0.248,92.644,4,acoustic
Canyon City,Bluebird,Lost Sparks,51,225400,0.548,0.3,4,-12.71,1,0.0298,0.757,9.28E-06,0.0851,0.264,135.902,4,acoustic
Tristan Prettyman,Back to Home,Who We Are,48,259877,0.521,0.507,7,-7.007,1,0.0319,0.0162,4.43E-05,0.148,0.153,108.168,4,acoustic
Masaharu Fukuyama,SING A SONG,Heart (Original Version),34,288426,0.587,0.842,4,-6.04,1,0.0268,0.278,0,0.163,0.693,97.013,4,acoustic
JJ Heller,It'll Be Alright,It'll Be Alright,51,219363,0.543,0.324,0,-11.258,1,0.0316,0.452,2.81E-05,0.412,0.181,139.883,4,acoustic
Ingrid Michaelson,Everybody,Everybody,54,208426,0.742,0.636,11,-6.744,1,0.0331,0.446,0,0.0817,0.48,95.002,4,acoustic
Mark Oblea,Kabilugan Ng Buwan,Kabilugan Ng Buwan,32,283480,0.707,0.402,4,-9.773,1,0.0251,0.677,0,0.104,0.313,94.99,4,acoustic
Ingrid Michaelson,Be OK,Keep Breathing,54,205586,0.52,0.308,7,-11.996,1,0.0331,0.776,0.00285,0.115,0.187,125.93,3,acoustic
Boyce Avenue;Kina Grannis,"Cover Sessions, Vol. 2",Fast Car,61,304293,0.392,0.251,10,-9.845,1,0.0363,0.807,0,0.0797,0.508,204.961,4,acoustic
Boyce Avenue,"Cover Sessions, Vol. 2",Just the Way You Are,55,239573,0.531,0.296,1,-7.594,1,0.0304,0.84,0,0.124,0.212,106.359,4,acoustic
Andrew Belle,The Ladder,The Ladder,55,227128,0.681,0.608,8,-8.369,1,0.0339,0.62,0.000425,0.136,0.315,123.991,4,acoustic
Masaharu Fukuyama,HELLO,HELLO (Original Version),34,243066,0.569,0.861,1,-4.547,0,0.0406,0.0425,0,0.204,0.511,77.983,4,acoustic
Hanare Gumi,だれそかれそ,接吻,33,369200,0.707,0.296,7,-11.633,1,0.078,0.283,0,0.0601,0.65,88.006,4,acoustic
Brett Dennen;Benedict Cumberbatch,August: Osage County (Original Motion Picture Soundtrack),Can't Keep It Inside,45,77093,0.519,0.0646,2,-18.898,1,0.0433,0.982,3.84E-06,0.105,0.395,121.696,4,acoustic
Hanare Gumi,音タイム,明日天気になれ,33,244840,0.608,0.705,3,-5.178,1,0.0253,0.078,8.36E-05,0.179,0.621,111.204,4,acoustic
Masaharu Fukuyama,IT'S ONLY LOVE,IT'S ONLY LOVE,34,275266,0.585,0.734,9,-5.365,1,0.032,0.0334,0,0.0934,0.413,117.84,4,acoustic
A Great Big World,Is There Anybody Out There? - Track by Track Commentary,I Don't Wanna Love Somebody Else,49,163960,0.495,0.22,5,-11.16,1,0.0355,0.847,1.40E-06,0.0957,0.345,126.618,4,acoustic
RENT STRIKE,Burn It All!,Burn It All!,33,193874,0.628,0.424,6,-8.539,1,0.0416,0.395,4.28E-06,0.106,0.157,99.696,1,acoustic
Brandi Carlile,Onward (Original Motion Picture Soundtrack),Carried Me With You,62,213732,0.639,0.666,0,-7.775,1,0.0636,0.271,0,0.111,0.372,98.384,4,acoustic
Mischief Brew,This Is Not for Children,"O, Pennsyltucky!",33,227053,0.245,0.624,2,-5.606,1,0.0368,0.11,0,0.363,0.462,162.586,3,acoustic
Frank Turner,No Man's Land,"I Believed You, William Blake",31,215440,0.387,0.526,9,-7.611,0,0.0301,0.244,0.000386,0.105,0.334,130.719,4,acoustic
Get Dead,Dancing with the Curse,Pepperspray,32,136543,0.539,0.675,2,-6.987,1,0.0709,0.188,0,0.198,0.719,142.041,4,acoustic
Get Dead,Dancing with the Curse,Stickup,32,223707,0.487,0.837,0,-5.865,1,0.0623,0.0133,0,0.102,0.207,160.025,4,acoustic
Grace George,Heaven (Acoustic),Heaven - Acoustic,54,188181,0.529,0.24,0,-9.066,1,0.037,0.938,0,0.0659,0.487,131.266,4,acoustic
Jack Savoretti,Days Gone (Original Soundtrack),Soldier's Eyes,50,171760,0.666,0.289,7,-12.404,1,0.0317,0.641,8.20E-06,0.109,0.415,109.965,4,acoustic
Ichiko Aoba,Asleep Among Endives,Asleep Among Endives,58,306243,0.451,0.0318,0,-19.933,0,0.0421,0.983,0.0532,0.0989,0.148,123.985,4,acoustic
Thomas Daniel,Symphony,Symphony - Acoustic,49,192389,0.359,0.208,7,-10.567,1,0.036,0.943,0,0.0931,0.105,83.155,3,acoustic
Boyce Avenue;Fifth Harmony,"Cover Sessions, Vol. 3",When I Was Your Man,52,218472,0.403,0.237,7,-10.001,1,0.0391,0.906,0,0.111,0.163,144.174,4,acoustic
Amber Leigh Irish,Save Your Tears (Acoustic),Save Your Tears - Acoustic,49,177818,0.693,0.111,0,-12.356,1,0.0379,0.937,1.47E-06,0.0858,0.247,110.813,4,acoustic
Gen Hoshino,POP VIRUS,Koi,53,251266,0.598,0.819,9,-2.619,1,0.0911,0.00081,0,0.218,0.878,158.115,4,acoustic
Richard Walters,A.M.,July Bones,54,239400,0.596,0.27,2,-11.486,1,0.0265,0.785,0.134,0.0647,0.155,100.006,4,acoustic
Kaiak;Viktoria Tolstoy,Autumn Breeze,Autumn Breeze,50,241413,0.589,0.334,7,-10.08,1,0.029,0.832,0,0.133,0.208,80.036,4,acoustic
Boyce Avenue,Save Your Tears,Save Your Tears,57,216800,0.735,0.275,8,-8.994,0,0.0304,0.746,0,0.131,0.294,116.004,4,acoustic
Bailey Rushlow,You're Still The One (Acoustic),You're Still The One - Acoustic,53,161306,0.605,0.168,2,-11.388,1,0.0496,0.887,0,0.12,0.398,119.836,4,acoustic
Kina Grannis,Somebody Loved,Somebody Loved,57,153105,0.612,0.107,0,-15.867,1,0.0302,0.936,0,0.109,0.637,78.393,4,acoustic
Boyce Avenue,"Cover Sessions, Vol. 4",Rise,49,202167,0.568,0.177,2,-11.277,1,0.0374,0.93,0,0.0905,0.354,103.822,4,acoustic
John Adams,Bohemian Rhapsody (Acoustic),Bohemian Rhapsody - Acoustic,52,173426,0.451,0.0665,0,-13.862,0,0.0516,0.967,1.06E-06,0.109,0.349,64.289,4,acoustic
Amber Leigh Irish,As It Was (Acoustic),As It Was - Acoustic,51,144644,0.595,0.0477,11,-14.672,1,0.0662,0.923,0,0.0909,0.513,118.162,3,acoustic
Canyon City,Wish List,Wish List,46,212760,0.307,0.11,1,-15.253,1,0.0388,0.733,6.04E-06,0.111,0.32,201.008,3,acoustic
Chord Overstreet,Beautiful Disaster,Beautiful Disaster,41,241758,0.3,0.27,8,-14.397,0,0.0371,0.9,4.47E-05,0.1,0.214,144.589,4,acoustic
Wayne Mack,Fake a smile,Fake a smile,57,169600,0.731,0.191,0,-11.359,1,0.122,0.735,0.671,0.131,0.274,149.91,4,acoustic
Aimyon,Momentary Sixth Sense,Marigold,50,306626,0.545,0.745,2,-3.098,1,0.0286,0.0452,0,0.0907,0.413,106.094,4,acoustic
Sungha Jung,Irony,River Flows In You,42,214466,0.356,0.23,6,-16.957,0,0.0519,0.923,0.801,0.112,0.11,129.532,4,acoustic
Tamio Okuda,Bullet Train (Original Motion Picture Soundtrack),Kill Me Pretty,47,160466,0.432,0.796,7,-7.262,1,0.0606,0.000153,0.00209,0.266,0.271,141.868,4,acoustic
Us The Duo,No Matter Where You Are,No Matter Where You Are,55,178826,0.693,0.664,4,-5.852,1,0.0336,0.0309,0,0.223,0.436,132.059,4,acoustic
Ben Rector,The Walking in Between,I Like You,56,138506,0.624,0.334,3,-11.89,1,0.0391,0.321,3.27E-06,0.113,0.397,157.92,4,acoustic
Parachute,Losing Sleep,The Mess I Made,49,230613,0.423,0.572,6,-5.109,1,0.0347,0.0158,0,0.231,0.17,165.394,4,acoustic
Zee Avi,Zee Avi's Nightlight,Dream a Little Dream of Me,50,111842,0.555,0.0879,0,-12.141,1,0.0477,0.968,0,0.096,0.428,84.174,4,acoustic
Joshua Radin,"Here, Right Now","Here, Right Now",56,183213,0.496,0.391,10,-9.844,1,0.0311,0.826,0.0126,0.108,0.492,108.868,4,acoustic
Boyce Avenue,Wonderful Tonight,Wonderful Tonight,52,220507,0.671,0.299,7,-10.582,1,0.0284,0.753,1.71E-06,0.0975,0.286,95.008,4,acoustic
Gabrielle Aplin,English Rain,Salvation,50,248506,0.379,0.267,4,-8.981,1,0.0293,0.605,0.00322,0.152,0.229,135.198,4,acoustic
Jon Bryant,Twenty Something,Wilderness,53,269986,0.499,0.209,3,-16.668,1,0.0305,0.882,0.00491,0.088,0.138,82.892,4,acoustic
Masaharu Fukuyama,Calling,恋人 (Original Version),33,272773,0.649,0.336,7,-12.053,1,0.0299,0.27,0,0.137,0.47,71.967,4,acoustic
Bailey Pelkman;Randy Rektor,Acoustic Duets,I Just Called To Say I Love You,54,189646,0.746,0.257,0,-9.878,1,0.0312,0.772,0,0.107,0.348,132.032,4,acoustic
A Great Big World;Christina Aguilera,Particles,Fall on Me,50,262820,0.393,0.268,9,-6.741,1,0.0385,0.697,0,0.11,0.225,110.456,4,acoustic
John Frusciante,Shadows Collide With People,Song To Sing When I'm Lonely,54,195213,0.629,0.673,6,-4.379,1,0.0262,0.294,0.0109,0.139,0.419,114.243,4,acoustic
Ron Pope,Daylight,A Drop In the Ocean,55,228311,0.458,0.363,5,-6.473,1,0.032,0.892,3.79E-06,0.155,0.492,134.252,3,acoustic
Tres Hermanas,Have Yourself a Merry Little Christmas,Have Yourself a Merry Little Christmas,32,155792,0.452,0.268,8,-9.405,1,0.0311,0.961,2.85E-05,0.119,0.265,66.805,4,acoustic
Masaharu Fukuyama,Message/今 このひとときが 遠い夢のように,Message (Original Version),33,256506,0.616,0.791,9,-6.246,1,0.0293,0.0599,3.97E-06,0.318,0.589,126.764,4,acoustic
Matt Johnson,"Acoustic Hits, Vol. 3",Beautiful In White,50,240000,0.619,0.278,4,-7.072,1,0.0267,0.836,0,0.121,0.233,129.948,4,acoustic
The Mayries,#Acoustic #2,Heaven Is a Place on Earth,56,193333,0.634,0.176,0,-14.703,1,0.0307,0.931,1.60E-06,0.136,0.335,107.974,4,acoustic
Stephen Speaks,No More Doubt,Passenger Seat (Acoustic),63,273066,0.549,0.437,7,-8.64,1,0.0313,0.682,1.59E-05,0.224,0.688,153.604,4,acoustic
Eddie Vedder,Into The Wild (Music For The Motion Picture),Guaranteed - Humming Version,48,162309,0.292,0.339,7,-13.153,1,0.032,0.923,0.879,0.111,0.343,100.69,4,acoustic
Dave Van Ronk,Folksinger,"Hang Me, Oh Hang Me",54,190106,0.504,0.0273,2,-21.441,1,0.0415,0.931,1.10E-05,0.109,0.395,120.24,4,acoustic
John Frusciante;Josh Klinghoffer,A Sphere in the Heart of Silence,The Afterglow,31,319320,0.636,0.869,6,-5.095,0,0.0284,0.129,0.0554,0.272,0.369,124.183,4,acoustic
Frank Turner,West Coast vs. Wessex,Eat the Meek,31,237093,0.486,0.913,5,-6.416,1,0.0616,2.45E-05,0.289,0.225,0.334,136.073,4,acoustic
Joy Williams,Front Porch,The Trouble with Wanting,60,235586,0.396,0.198,2,-9.096,1,0.031,0.912,0,0.0972,0.19,138.624,3,acoustic
Ray LaMontagne,Gossip In The Grain,You Are the Best Thing,67,231840,0.578,0.727,10,-4.872,1,0.0332,0.0304,1.99E-05,0.172,0.885,170.593,4,acoustic
Mischief Brew,Bacchanal 'N' Philadelphia,Boycott Me!,33,163666,0.684,0.509,4,-7.608,1,0.0334,0.571,0,0.402,0.69,132.297,4,acoustic
Days N Daze;Freddie Boatright,Crustfall,To Risk to Live,32,122026,0.623,0.567,10,-7.779,1,0.037,0.831,6.44E-06,0.104,0.929,129.949,4,acoustic
The Bridge City Sinners,Unholy Hymns,"The Legend of Olog-hai, Pt. 1",31,165799,0.228,0.574,4,-7.959,0,0.0421,0.517,0.00148,0.128,0.389,182.379,4,acoustic
Zee Avi,Acoustic Christmas Campfire,No Christmas For Me,0,160666,0.809,0.313,9,-12.182,1,0.0428,0.876,0,0.112,0.35,114.955,4,acoustic
Get Dead,Tall Cans & Loose Ends,This One's for Johnny,31,195640,0.482,0.772,1,-5.128,1,0.0318,0.0265,0,0.269,0.586,129.91,4,acoustic
Highland Peak,Graveyard,Graveyard - Acoustic,45,254296,0.425,0.249,4,-12.219,0,0.0355,0.87,0.00175,0.124,0.235,123.632,4,acoustic
Ichiko Aoba,amuletum bouquet,bouquet,56,256361,0.298,0.044,5,-20.176,1,0.035,0.983,0.124,0.101,0.115,85.708,4,acoustic
AcousticTrench,Paradise,Paradise,42,170125,0.507,0.191,5,-16.342,1,0.0408,0.99,0.933,0.108,0.221,132.131,4,acoustic
Parachute,Parachute,Better,46,273026,0.515,0.249,8,-10.108,0,0.044,0.793,0,0.102,0.213,108.89,5,acoustic
Matt Nathanson,American Wedding,Laid,50,182826,0.565,0.89,0,-5.481,1,0.0285,0.00537,6.61E-05,0.213,0.744,119.862,4,acoustic
Lee DeWyze,Oil & Water,Same For You,45,217373,0.635,0.433,11,-7.682,0,0.029,0.86,0.43,0.0877,0.489,130.111,4,acoustic
Clementine Duo,2U (Acoustic Version),2U - Acoustic Version,56,208102,0.657,0.192,10,-13.108,0,0.0365,0.894,0,0.157,0.305,130.087,4,acoustic
Rachael Yamagata,Elephants...Teeth Sinking Into Heart (Standard Version),Duet,43,241120,0.459,0.14,9,-15.482,1,0.0367,0.895,0.00565,0.138,0.146,128.904,4,acoustic
Brandon Chase,I'll Say I Do,I'll Say I Do,39,235000,0.391,0.31,7,-8.706,1,0.0268,0.614,3.60E-06,0.1,0.295,83.46,4,acoustic
Bailey Jehl,Anyone,Anyone,53,172766,0.371,0.208,11,-13.167,1,0.0462,0.912,0,0.105,0.309,199.805,4,acoustic
Gabrielle Aplin,English Rain,Start of Time,45,239855,0.453,0.461,0,-9.328,0,0.0329,0.165,0,0.109,0.0844,106.84,5,acoustic
Zack Tabudlo,In The Mood For Love,Give Me Your Forever,32,244800,0.627,0.363,8,-8.127,1,0.0291,0.279,0,0.0928,0.301,99.905,4,acoustic
Bailey Jehl,Heat Waves,Heat Waves,53,141286,0.706,0.248,11,-12.724,1,0.0386,0.879,0,0.101,0.401,125.515,4,acoustic
Clementine Duo,There She Goes,There She Goes,54,145514,0.724,0.28,9,-12.788,1,0.0303,0.755,0,0.326,0.527,106.966,4,acoustic
Joshua Hyslop,Wells,Wells,51,223386,0.535,0.444,6,-11.212,1,0.0291,0.669,0.0278,0.104,0.217,83.99,4,acoustic
Kina Grannis;Imaginary Future,God Only Knows,God Only Knows,55,136542,0.658,0.125,8,-15.901,1,0.0323,0.877,0,0.287,0.507,106.686,4,acoustic
Andrew Foy;Renee Foy,Afterglow,Afterglow,33,211358,0.711,0.168,0,-16.504,1,0.0367,0.868,1.99E-05,0.114,0.299,109.937,4,acoustic
Kurt Cobain,Montage Of Heck: The Home Recordings (Deluxe Soundtrack),Burn The Rain,55,76453,0.504,0.415,8,-19.308,0,0.121,0.879,0.494,0.35,0.626,114.263,4,acoustic
Us The Duo,Just Love,Already Mine,46,273126,0.309,0.175,8,-11.816,1,0.0331,0.913,6.15E-05,0.118,0.198,155.69,3,acoustic
Gabrielle Aplin,Never Be the Same,Never Be the Same,46,205658,0.49,0.674,1,-7.276,1,0.0322,0.19,0.000143,0.0634,0.288,122.807,4,acoustic
Austin Basham,You and Me for Now,All Is Well,60,256680,0.316,0.413,11,-12.216,1,0.0334,0.856,0.00245,0.143,0.245,155.69,4,acoustic
Gabrielle Aplin,Dear Happy,My Mistake,51,265386,0.47,0.271,6,-7.636,1,0.0342,0.799,0,0.119,0.0943,145.902,4,acoustic
Us The Duo,Us,Near Or Far,47,219306,0.515,0.317,9,-10.286,1,0.0283,0.816,0,0.0973,0.512,79.91,4,acoustic
Drew Holcomb & The Neighbors,Without a Light,Without a Light,60,142200,0.493,0.435,7,-12.334,1,0.0423,0.656,0.000327,0.118,0.485,87.952,4,acoustic
Parachute,Wide Awake,Lonely With Me,51,218813,0.589,0.809,7,-5.6,1,0.0283,0.0479,0,0.116,0.628,87.013,4,acoustic
Boyce Avenue;Megan Davies;Jaclyn Davies,"Cover Sessions, Vol. 4",Time After Time,60,222250,0.313,0.321,8,-8.713,1,0.0352,0.746,0,0.0948,0.243,53.845,4,acoustic
Eastmountainsouth,Eastmountainsouth,So Are You To Me,52,117760,0.302,0.0783,2,-14.968,1,0.0325,0.956,9.88E-05,0.12,0.231,140.485,5,acoustic
Peter Bradley Adams,A Face Like Mine,My Arms Were Always Around You,54,200800,0.643,0.436,1,-12.245,1,0.0273,0.724,0.459,0.11,0.422,91.485,4,acoustic
The Civil Wars,Barton Hollow,Dance Me to the End of Love - Bonus,52,185053,0.482,0.178,2,-11.141,0,0.0292,0.843,2.46E-06,0.15,0.298,110.128,4,acoustic
Eddie Vedder,Into The Wild (Music For The Motion Picture),Photographs,51,60413,0.539,0.353,3,-10.191,1,0.0464,0.571,0.626,0.0877,0.321,54.571,4,acoustic
Suy Galvez,Bossa Best,Baby Now That I Found You,30,244813,0.707,0.531,2,-7.21,1,0.0245,0.855,0.000182,0.175,0.49,107.994,4,acoustic
Suy Galvez,Bossa Best,Right Here Waiting,30,169733,0.707,0.467,2,-7.511,1,0.0367,0.832,5.33E-06,0.114,0.478,110.096,4,acoustic
Howlin' Wolf,Moanin' In The Moonlight,Smokestack Lightnin',62,188400,0.661,0.342,9,-16.361,0,0.043,0.844,0.000128,0.26,0.588,146.118,4,acoustic
Stephen Speaks,No More Doubt,Passenger Seat,64,274480,0.523,0.554,7,-7.596,1,0.0303,0.749,3.29E-06,0.323,0.769,152.979,4,acoustic
Buddy Guy;Bonnie Raitt,Feels Like Rain,Feels Like Rain (feat. Bonnie Raitt),57,275266,0.572,0.348,0,-13.454,1,0.0294,0.44,0.000721,0.235,0.34,73.304,4,acoustic
Mance Lipscomb,The Best of Mance Lipscomb,Sugar Babe,31,124400,0.554,0.4,3,-11.806,1,0.0699,0.979,0.348,0.102,0.547,101.191,4,acoustic
Violent Femmes,Violent Femmes,Blister In The Sun,71,145706,0.726,0.537,0,-8.896,1,0.114,0.316,0,0.0707,0.882,96.889,4,acoustic
Days N Daze,The Oogle Deathmachine,"Little Blue Pills, Pt. 2",31,265195,0.501,0.672,2,-10.225,0,0.0637,0.674,0.000162,0.0674,0.961,122.041,4,acoustic
Drei Rana;Selena Marie,Paano Ang Simbang Gabi (Kung 'Di Ka Katabi),Paano Ang Simbang Gabi - Kung 'Di Ka Katabi,30,235722,0.505,0.462,6,-5.692,1,0.0271,0.623,0,0.113,0.113,139.914,4,acoustic
Frank Turner,West Coast vs. Wessex,Bob,30,188952,0.415,0.713,0,-5.529,1,0.0345,0.0555,0,0.0811,0.361,83.69,3,acoustic
Harley Poe,Have a Great Life.,Psycho,30,241250,0.458,0.823,6,-4.268,0,0.0616,0.382,0,0.205,0.422,131.638,4,acoustic
Frank Turner,West Coast vs. Wessex,Perfect Government,30,146129,0.474,0.876,7,-5.052,1,0.0341,0.00277,6.15E-06,0.39,0.607,91.948,4,acoustic
The Bridge City Sinners,Unholy Hymns,The Fear,30,161205,0.444,0.674,5,-6.675,1,0.0341,0.586,0.000147,0.109,0.698,111.377,3,acoustic
Ben Rector,The Joy of Music,Living My Best Life,59,215213,0.566,0.733,4,-5.302,1,0.0699,0.083,1.55E-06,0.362,0.636,178.828,4,acoustic
Frank Turner,FTHC (Deluxe),Haven't Been Doing So Well,30,196813,0.367,0.892,2,-3.91,1,0.133,0.00012,0.000268,0.276,0.799,81.928,4,acoustic
The Bridge City Sinners,Unholy Hymns,"The Legend of Olog-hai, Pt. 2",30,184217,0.258,0.729,4,-6.457,0,0.0398,0.395,0.00442,0.131,0.462,116.943,3,acoustic
Brandi Carlile;Lucius,In These Silent Days,You and Me On The Rock (feat. Lucius),63,230098,0.568,0.686,1,-6.635,1,0.033,0.15,1.81E-06,0.0881,0.725,172.075,4,acoustic
Get Dead,Dancing with the Curse,Glitch,30,129472,0.571,0.696,9,-8.688,1,0.0739,0.14,0,0.0973,0.662,155.133,4,acoustic
Jonah Baker,A Thousand Years (Acoustic),A Thousand Years - Acoustic,44,249728,0.385,0.114,7,-13.005,1,0.0314,0.917,0,0.128,0.269,93.314,4,acoustic
Trevor Hall;Marieme,2 Oceans,2 Oceans,54,213055,0.588,0.569,9,-7.721,1,0.0295,0.303,0.0342,0.101,0.209,101.988,4,acoustic
Ben Woodward,Golden Hour,Golden Hour - Acoustic Piano,28,168571,0.276,0.289,2,-10.879,1,0.0325,0.968,0.00321,0.137,0.118,86.465,3,acoustic
Brandon Chase,Without Me,Without Me,47,202219,0.664,0.301,0,-8.135,1,0.0296,0.739,0,0.103,0.268,115.877,4,acoustic
Aron Wright,You & Me (The Wildfire),You & Me (The Wildfire),41,242347,0.506,0.24,2,-14.737,1,0.0305,0.854,0.0749,0.101,0.0621,130.96,4,acoustic
